9x20	426	1:2:3:3:1,1:1,1:1,1:2:3:2,1:2,3:2,2,2:2,2,2:2,1,2:2,1,2:2,1,2:5:1:1:2-5:7:2,2:1,2,1,1:20:3,1,1,1:5,2,2:5:3
25x25	181107	7:13:9,3:7,4:6,2,2:5,1,3:4,4:4,1,2:4,2,4:4,1,7:4,14:6,12,1:20,1:6,10,3:6,9,2:6,9,1:5,7,1:5,5,2:5,4,1:5,2,5:5,1,1:4,1,3:3,4,4,4:2,4,2,2:3,2,2,1-15:17:21:23:6,13:5,14:4,1,5,1:3,2,2:2,6,1:1,8,2:1,11,3:1,2,10,1,1:2,13:1,2,9:3,7:1,6,1:1,7,1:2,4,1,1:2,5,4,1:2,6,1,1,2:2,3,1,1,1,3:1,7,4,1:2,2,2,1:1,2:2
25x25	181221	1,2,1,1,1,2:4,2,2,3:6,4,3,2:9,5,2,1,1:15,2,1:10,7,1:8,8,1:8,4:7,4:8,4:2,4,4:3,3,3:6,3,2:2,3,2,1:2,2,3,1:2,1,3:2,3,3:3,1,2,2:4,3,2:4,3:3,8:1,1,9:1,6:2,1,2,6:2,3,7-13,2:15,3:8,2,5:11,2,2:17,2:15,1,2:12,2,2,1:8,2,3:5,5,1:1,3,5,1:3,4,1:2,4:4,1,3:7:5:5:5:3,5,2:10,2:11,2:7,2:4,6,2:3,3,2:1,1,4,1:4,3,3
25x25	181222	1,7,3,2:1,4,3,2,3:1,3,2,2,2:1,4,4,2,2:1,4,3,5,1:2,4,3,8:2,3,13:2,3,12:2,3,11:2,4,10:3,4,9:5,4,2,4:1,2,5,4,4:1,1,1,2,2,1,3:1,2,2,2:2,2,1,2,1:1,3,2,1,2,1:3,2,1,2,4:4,4,3:5,2,3,4,3:6,2,2,7:22:10,9:9,7:6,2-8,3,3:4,1,6:2,7,4:4,3,2,4:5,2,2,4:6,2,1,4:1,4,2,2,4:2,5,1,3:2,5,1,4:2,4,1,1,4:2,4,1,4:2,4,5:2,1,4,6:1,5,1,1,1,4:2,4,3:2,5,2,3:5,1,3,3:2,7,2,2,3:14,9:12,8:7,3,5:9,4,4:1,9,8:2,10,6:19
25x25	181224	7,1:11:2,9:3,10:4,1:4,4:6,7:14:15:14:9,2:1,6,1,1:6,3:6:6,1:1,8:2,9:5,5,1:6,7,2:8,7,3:3,6,11:2,19:23:25:25-1,2:2,2:1,3:1,5:5:2,3:2,4:7:9:4,9:9,8:12,1,8:11,2,6:12,2,1,4:4,19:4,19:3,18:3,18:1,1,19:1,5,5,7:4,1,2,6:1,5,5:5,1,6:6,1,7:3,5,1,8
25x25	182678	10:13:3,2,3:4,1,4:1,1,3,4:3,1,4:9,4,3:1,3,1,4,1,5:4,5,9:1,3,4:2,3,1,5:1,4,2,5:1,4,5:6,3,2:4,1,2,2,3:2,4,1,1,2,3:8,2,8:7,10:7,1,1,6,1:7,5,2,6:6,9:3,2,7:1,3,8:4,3,3:7,2,4-4,2,2,1:3,4,4,2:4,14:4,7,5,3:2,20:4,2,5,7,1:4,4,7,1:2,1,1,1,3:5,3,2:3,1,1,1,1:2,3,1,1:2,1,2,1,1,1:2,1,1,1,1,1:2,3,1,1:2,1,1,1:3,3,2:4,1,1,2,2:5,2,2,5,1:16,5:11,10:8,8:16,1:15:4,6:8
25x25	183495	9,14:7,4,7:6,5,5:14,1:5,5,4,2:4,5,4,1:3,5,2,3,1:3,4,1,2,1:3,3,4,7:2,1,2,4:1,1,2,1,1:1,1,1,1,3,2:5,1,1,3:8,1,4,3:6,1,1,2,4:2,1,1,1:1,1,2:1,2,1:6,1,1,6:5,2,1,2,7:4,2,3,7:3,2,2:3,2,2:4,16:5,14-10,3,7:10,3,7:9,3,7:6,6,3,2:5,3,8,1:4,4,3,1:2,9,1,2:1,6,1,1,4:1,5,2:5,2:4,7,1:4,2,2:2,1,1,1,1,2:1,1,1,1,1,1,2:1,1,2,1,1,1,2:1,1,1,1,1,2,2:1,1,2,2,1,3:1,2,1,3,4:2,1,1,2,3,2:2,2,3,3,2:3,2,2,5,2:5,6,3,3,2:3,1,3,4,3,2:3,1,1,3,3,2:3,3,3,3,2
25x25	184413	2,2,3,3,3,2,2:1,1,1,1,1,1,1,1,1,1:5,1,1,1,5:1,1,1,3,1,1,1:5,1,2,2,1,5:1,3,1,1,1,1,3,1:1,2,2,2,2,1:1,1,1,2,2,1,1,1:1,1,1,1,1,1:2,2,2,1,1,2,2,2:8,3,9:2,2,2,2:2,2,2,1,1,1,2,2,2:8,1,3,1,8:1,2,1,3,1,2,1:1,3,3,3,1:2,1,1,3,1,1,2:1,1,1,11,1,1,1:1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1:1,1,2,1,1,2,1,1:1,1,2,1,1,2,1,1:2,5,5,2:1,4,4,1:1,3,3,3,3,1-5,3:3,3,7:1,10,1,1:2,1,2,2,2,1:1,4,2,1,2,1:3,2,2,1,7:2,2,4,3:2,1,1,13:1,6,3,1,1,5:1,6,1,2:1,4,1,2:1,2,5,7:1,2,1,6:1,2,5,7:1,4,1,2:1,6,1,2:1,6,3,1,1,5:2,1,1,13:2,2,4,3:3,2,2,1,7:1,4,2,1,2,1:2,1,2,2,2,1:1,10,1,1:3,4,7:5,3
25x25	185751	21:22:23:24:25:5:19,1:5,5,3,1:1,1,1,1,1,1,1:2,2,2,2,3,1:1,1,1,1,1,1,1:6,6,4,1:1,1,1,1,1,1,1:2,2,2,2,2,1,1:1,1,1,1,1,1,1:6,6,5,1:1,1,1,1,1,1,1:2,2,2,2,2,2,1:1,1,1,1,1,1,1:19,1:1:1:1:1:1-5,1,5:5,1,5,1,1:5,6,1,1,1:5,2,1,1,1,1,1:5,2,1,1,5:5,2,1,5,1:5,6,1:5,1,5:5,1,5,1,1:5,6,1,1,1:5,2,1,1,1,1,1:5,2,1,1,5:5,2,1,5,1:5,6,1:5,1,5:5,1,5,1,1:5,6,1,1,1:5,2,1,1,1,1,1:5,14:5:25:5:4:3:2
25x25	187267	21:22:23:24:25:6:5,5,5,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1,3:5,5,5,1,3:1,3:1,1:1,3:1,1:1,1,1-5:5,14:5,1,1:5,1,1:5,1,1:5,14:5:5,14:5,1,1:5,1,1:5,1,1:5,14:5:5,14:5,1,1:5,1,1:5,1,1:5,14:5:25:6:5:4,3,1,1:3,6:2,3,1,1
25x25	188271	7:11:4,8:3,10:3,12:3,14:2,5,6:2,5,7:2,5,7:2,16:2,15:2,14:2,13:2,12:2,11:2,10:2,3,9:2,3,9:2,3,8:3,8:3,8:3,8:4,8:11:7-7:11:4,4:3,3:3,3:3,3:2,2:2,2:2,3,2:2,5,3,2:2,7,3,2:2,9,2:13,3:14,4:6,6,5:6,16:5,15:23:21:21:19:17:15:11:7
25x25	188474	6,8,5:1,1,5,6,1,1:2,6,1,6,2:1,3,4,4,3,1:3,1,7,1,3:5,9,5:3,7,7,3:2,3,4,1,4,3,2:1,1,1,1,4,4,1,1,1,1:2,3,3,3,3,3,2:1,1,1,1,1,1,1:1:1,1,1,1:1,3,1,1,1,1:1,2,2,1,1,1,1:1,3,1,1,3,1:1,3,1,2,2,1:1,1,1,3,1,1:1,3,1,5,1:1,2,2,1,3,1:1,3,1,1,1:1,5,1,2,1:1,3,2,2,1:1,6,1:6,4,9-4,3,12:1,1,2,1,1:2,2,1,1,3,1:1,4,1,5,1:1,3,3,2,3,1:1,6,1,2,2,1:2,2,1,1,2,3:2,1,2,1,4:3,5,2,2,2:10,2,1,4:9,1,2,2:2,4,2,2:1,1,2,1,16:2,4,2,3:9,1:10,1:4,5,1,1,1:2,1,2,1,1,1:3,2,1,1,3,1:6,1,5,1:1,3,3,2,3,1:1,4,1,2,2,1:2,2,1,1,3,1:1,1,2,1,1:4,3,13
25x25	192286	3,7,3:3,9,3:3,7,1,3:3,8,1,3:3,7,2,3:3,7,1,3:3,8,2,3:3,7,2,1,3:3,6,2,1,3:3,7,1,1,3:3,6,2,1,3:9,1,5:9,9:5,2,9:3,1,1,6,3:3,1,2,7,3:3,1,1,6,3:3,2,2,7,3:3,1,8,3:3,2,7,3:3,2,7,3:3,1,8,3:3,1,7,3:3,9,3:3,7,3-25:25:25:3:7:6,2:8,4:10,3:13,2:11,3,2:10,3,4:8,2,5:7,7:5,2,8:4,2,10:2,3,11:2,14:2,10:3,8:3,6:7:3:25:25:25
25x25	192296	2,1,2:2,11,2:2,1,2:2,1,2:25:25:2,1,2:1,2,2,1,2,2,1:1,2,2,1,2,2,1:1,2,2,1:1,2,5,2,1:1,2,5,2,1:9,5,9:1,2,5,2,1:1,2,5,2,1:1,2,2,1:1,2,2,1,2,2,1:1,2,2,1,2,2,1:2,1,2:25:25:2,1,2:2,1,2:2,11,2:2,1,2-2,1,2:2,1,2:2,11,2:2,1,2:25:25:2,1,2:1,2,2,1,2,2,1:1,2,2,1,2,2,1:1,2,2,1:1,2,5,2,1:1,2,5,2,1:9,5,9:1,2,5,2,1:1,2,5,2,1:1,2,2,1:1,2,2,1,2,2,1:1,2,2,1,2,2,1:2,1,2:25:25:2,1,2:2,11,2:2,1,2:2,1,2
25x25	192297	25:2,5,2:1,8,3,8,1:1,2,2,3,2,2,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,2,2,3,2,2,1:1,8,3,8,1:2,5,2:11,11:11,11:11,11:2,5,2:1,8,3,8,1:1,2,2,3,2,2,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,2,2,3,2,2,1:1,8,3,8,1:2,5,2:25-25:2,5,2:1,8,3,8,1:1,2,2,3,2,2,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,2,2,3,2,2,1:1,8,3,8,1:2,5,2:11,11:11,11:11,11:2,5,2:1,8,3,8,1:1,2,2,3,2,2,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,1,4,1,3,1,4,1,1:1,2,2,3,2,2,1:1,8,3,8,1:2,5,2:25
25x25	193491	25:25:25:3:3:3:3:15:16:17:4:3:3:4:3:16:18:7,3,8:3,3,4:3,3,3:4,3,4:7,3,7:19:17:9-3:3,4:3,4,6:3,15:3,10,4:3,4,5,3:3,3,3,3:3,3,3,4:3,3,3,3:3,3,2,3:3,3,10:3,3,10:3,3,10:3,3,2,3:3,3,3,3:3,3,3,4:3,3,3,3:10,3,3:10,4,4:10,8:3,7:3,5:3:3:3
25x25	196381	3,13,3:2,3,3,2:1,3,7,3,1:3,2,6,3:3,1,7,3:3,14,3:2,1,12,2:2,2,7,1,2:1,9,1,1:1,7,2,1:1,8,1,1:1,7,1,1:1,7,1,1:1,6,1,1:1,7,4,1:1,7,1,1:1,5,1,1:1,2,1,2:2,4,1,2:3,3,1,2,2:3,2,1,1,3,3:4,2,2,4:1,3,2,3,1:2,3,3,2:3,13,3-3,15,3:2,4,3,2:1,3,3,1:3,3:3,3:2,3,3,4:2,1,9,2,2:1,2,9,1,1:1,15,2,1:1,2,12,1,1:1,1,17,1:1,17,1,1:1,9,2,1,1:1,7,1,1:1,7,1,1:1,4,5,2,1:1,4,1,1,1:1,3,1,1,2,1:2,10,1,2:2,4:3,3:3,3:1,3,3,1:2,4,4,2:3,14,3
25x25	199651	12,12:11,1,11:11,1,11:10,1,1,10:9,5,9:9,1,1,9:8,2,1,2,8:8,2,2,8:6,1,5,1,6:4,2,1,3,1,2,4:3,5,1,1,1,5,3:1,2,2,1,1,2,2,1:2,1,1,3,1,3,1,1,2:1,2,2,1,1,2,2,1:3,5,1,1,1,5,3:4,2,1,3,1,2,4:6,1,5,1,6:8,2,2,8:8,2,1,2,8:9,1,1,9:9,5,9:10,1,1,10:11,1,11:11,1,11:12,12-12,12:11,1,11:11,1,11:10,1,1,10:9,5,9:9,1,1,9:8,2,1,2,8:8,2,2,8:6,1,5,1,6:4,2,1,3,1,2,4:3,5,1,1,1,5,3:1,2,2,1,1,2,2,1:2,1,1,3,1,3,1,1,2:1,2,2,1,1,2,2,1:3,5,1,1,1,5,3:4,2,1,3,1,2,4:6,1,5,1,6:8,2,2,8:8,2,1,2,8:9,1,1,9:9,5,9:10,1,1,10:11,1,11:11,1,11:12,12
25x25	200784	25:9,5,9:8,3,8:8,3,8:7,1,1,1,7:7,1,1,1,7:7,1,1,1,7:7,1,7:25:8,8:6,1,1,6:4,4:2,2:1,2,2,1:1,2,2,1:2,3,3,2:3,13,3:5,5:7,7:25:7,7:5,5:3,3:2,2:1,1-25:13,9:12,1,7:12,2,5:11,2,5:11,1,3:10,2,3:4,2,1,1:2,1,1,1:1,3,1,1,1:2,1,1,1:4,1,1,1,1:9,1,1:4,1,1,1,1:2,1,1,1:1,3,1,1,1:2,1,1,1:4,2,1,1:10,2,3:11,1,3:11,2,5:12,2,5:12,1,7:13,9:25
29x22	114533	4:2,4:2,2:2,2:25:1,1:1,1,1:2,3,1:3,5,1:2,1,1,1,1:2,1,1:29:1,1,1:1,1,5,3,3,5,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:1,1,5,3,3,5,1:1,1,1:1,25:1,1,1:1,25-12:3:2,1:2,1:18:1,1,1,1:1,1,1,1,1,1:1,1,5,1,1:1,1,1,1,1,1,1:1,1,3,1,5,1,1:5,3,1,1,1,1,1:5,3,1,1,1:1,1,1,1,1,1,1,1:1,1,5,1,1:1,1,1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1,1,1:1,1,5,1,1:1,1,1,1,1,1,1:4,1,1,1:4,1,1,1,1,1:1,1,1,5,1,1:1,1,1,1,1,1:1,1,5,1,1:1,1,1,1,1,1:1,1,1,1:18
23x28	199883	3:3:3:3:3:3:3:3:3:3:19:21:23:3,3,3:3,3,3:3,3,3:3,3,3:3,3,3:3:3:3:3:3:3:3:3:3:3-6:7:8:3:3:3:3:3:3:3:28:28:28:3:3:3:3:3:3:3:8:7:6
23x28	200748	6,1,1:2,5,1,2:1,5,1,1:2,6,1,1:1,8,1,3:1,1,8,1:1,1,9,6:1,1,9:1,1,9:1,2,8:1,7,1:2,5,3:1,6,2:2,4,3,4:5,4,1:3,1:4:1,1:1,1:2,1:8,1,2:1,1,1:7,4:6,2:1,1:5,12:5,14:6,12-9,1,2,3:2,2,1,2,3:1,1,1,2,3:2,3,2,1,2,3:1,1,1,1,1,6:2,1,2,2,1,2,1:5,5,3:15,1:14:12,1:11,3:8,2,3:6,1,3:7,2,3:5,1,1,1,3:3,2,2,8:4,2,2,3:7,1,3,2,1,3:1,1,1,2,3:1,1,1,2,1,2,3:5,1,3,3:1,1,3:1,1
23x28	201695	7:11:11:4,4:3,3:3,3:13:17:19:5,5:3,3:3,3:3,3:3,3:3,3:3,3:3,3:3,3:5,5:19:17:13:3,3:3,3:4,4:11:11:7-6:10:12:4,4:3,3:7,7:8,8:8,8:4,3,3,4:3,3,3,3:3,3,3,3:3,3,3,3:3,3,3,3:3,3,3,3:4,3,3,4:8,8:8,8:7,7:3,3:4,4:12:10:6
24x27	171530	2:3,2:6:4:7:4,4,5:5,7:1,4,3,3:5,3,3,3:5,3,5,1:6,2,3,3:6,3,2,2,2,2:5,5,5,3,1:12,2,2:4,9,4,2:4,10,1,2:4,5,3,1,2:6,2,3,1,1:9,2,2,1,1:7,2,2,1:8,1,2:7,2:6:1,1:2,1,1,1:2,2:2,1,1-1:1,1,5:2,3,8:7,11:5,14:12,5:11,3,4:2,2,4,4,5:2,6,4,1,1:6,5,1,1:6,5,1:5,1,6:3,5,3,1:5,2,3,5:3,1,3,3,1,1:3,4,3,1,1,1:3,6,6:2,3,1,2,4:2,2,1,1,1:2,2,2,2,3:3,2,2,2:3,1,3,3:2,2,1:2,2
27x24	193488	27:27:27:3,3:3,3:3,3:3,3:3,3:3,3:11,3:12,3:13,3:4,3,3:4,3,3:3,3,3:3,3,3:3,3,3:3,3,3:3,3,3:4,3,3:3,3,3:10,3:9,3:7,3-3:3,6:3,9:3,11:3,5,5:3,3,4:3,3,3:3,3,3:3,3,3:3,3,3:3,3,3:3,3,4:24:22:20:3:3:3:3:24:24:24:3:3:3:3:3
27x24	193730	27:27:27:3,4:3,3:3,4:3,3:3,3:6,6:8,8:5,3,3,4:3,6,4:4,5,3:3,4,3:3,3,3:3,2,3:3,3:3,3:3,3:4,3:4,5:3,6,7:3,5,6:3,4,4-3,3:3,3:3,3:3,8:3,11:3,13:3,4,4:4,3,4:6,3,3:10,3:3,6,3:3,6:3,6:3,6:3,5:3,6:3,6:3,6,3:10,3:7,2,3:6,3,4:4,4,3:3,4,4:3,12:3,10:3,6:3
25x26	145421	1,3,1:1,2,1,2,1:1,1,2,1,5,1,2,1,1:4,1,2,1,2,1,4:1,1,1,7,1,1,1:7,1,1,7:1,1,1,3,1,1,1:1,3,2,1,2,3,1:4,2,1,5,1,2,4:2,1,3,1,2:1,2,1,1,1,2,1:1,1,2,3,2,1,1:1,1,4,3,4,1,1:1,1,9,1,1:1,2,3,3,1:2,1,1,1,2:4,2,1,3,1,2,4:1,4,1,5,1,3,1:1,1,1,2,1,2,1,1,1:7,3,7:1,1,1,1,1,1,1,1:4,1,7,1,4:1,1,2,2,1,2,2,1,1:1,1,5,1,1:2,1,2:1,3,1-1,1,2,2,1,1:4,1,1,4:1,1,1,1,1,1,1:7,1,1,7:1,1,1,1,1,1,1,1,1,1,1:1,4,1,1,4,1:4,2,1,3,4:2,1,2:1,2,2,5,2,2,1:1,2,1,1,3,1,1,2,1:2,1,1,1,1,1,1,1,2:1,1,3,2,4,2,3,1,1:5,14,5:1,1,3,2,4,2,3,1,1:2,1,1,1,1,1,1,1,2:1,2,1,1,4,1,1,2,1:1,2,2,5,2,2,1:2,1,2:4,2,1,2,4:1,4,1,1,4,1:1,1,1,1,1,1,1,1,1,1,1:7,1,1,7:1,1,1,1,1,1,1:4,1,1,4:1,1,2,2,1,1
25x26	151141	15:1,1:1,1,3,3,1,1:1,1,1,1,1,1,1,1:1,1,3,3,1,1:1,1:25:1,1,1,1,1,1:1,1,1,1,1,1:25:1,1,1,1,1,1:1,1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1,1:1,1,1,1,1,1:25:1,1,1,1,1,1:1,1,1,1,1,3,1:1,1,1,1,1,1:1,1,1,1,8:18,1:1,1,1,1,1,1,1:1,1,1,1,1,3,1:1,1,1,1,1,1,1:1,1,1,1,1,1:25-20:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:26:1,1,1,1,1,1:1,3,1,1,1,1,1:1,1,1,1,1,1:1,3,1,1,1,1,1:1,1,1,20:1,3,1,1,1,1,1:1,1,1,1,1,1:1,3,1,1,1,1,1:1,1,1,1,1,1,1,1:1,3,20:1,1,1,1,1,1:1,3,1,17:1,1,1,1,1,1:7,1,1,1,1,1,1,1,1:4,1,1,1,1,3,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1:1,1,1,1,1:20
25x26	154295	4:4:5,5:7,2,2:8,2,1:9,2,3:9,3,1,1,1:8,4,1,1,1,2:8,5,1,1,2:8,5,2,4:7,6,4,4:6,6,5,4:5,7,4,4:3,6,3,5:6,4,5:2,6,3,5:4,5,3,5:5,4,3,6:6,2,3,7:8,3,9:11,10:12,10:11,11:11,10:9,9:5,5-3,3:7,7:9,9:9,10:10,10:9,10:9,8:7,6,7:5,9,6:5,11,6:4,11,5:4,11,1,3:4,11,2:3,9,3,3:2,2,5,6:1,2,2,7,7:1,1,1,7,8:1,1,1,5,9:1,1,4,11:2,6,12:2,13:16:18:8,4:3
26x25	193481	26:26:26:3:3:3:3:3,3:5,3:6,3:21:21:20:3,3:3,3:3,3:3,3:3,3:3,3:3,3:4,4:6,5:12:10:8-3,2:3,4:3,5:3,6:3,11:3,13:3,14:3,3,5:3,3,4:3,3,5:3,3,4:3,3,4:3,3,3:3,3,3:3,3,3:3,3,4:3,3,4:3,3,4:23:22:21:3:3:3:3:3
29x23	201581	6:6:2,8,2:14:1,1,3:8:8,6:1,1,5:2,2,3,3:2,4,1:2,2,3,3:2,2,3,5:2,2,11:2,2,2,5,2:4,2,5,2:3,2,7:2,2,6:5,2,2:4,2,2:2,2,2:2,2,2:2,3,3:2,3,3-4:5:2:15:15:2:1,5:1,1,4:1,2:1,1:1,1:1,2:1,1,1:1,1,1,2:2,1,1,1:1,1,2:1,2:2,1,2:7,1,2:4,3,12:9,13:4,12:9,13:8,12:4,1,2,2:1,4:1,2:2:1
24x28	114416	6:2,2:3,3,2:2,2,2:2,2,2:24:1,1:1,1:1,1:24:1,1:1,4,1:1,3,3,1:1,2,2,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,1,1,1:1,10,1:1,5,1:1,3,2,1:1,4,2,1-23:1,1:1,1:1,1:1,1:3,1:4,1:1,1,1,12:2,1,1,2,1,1:2,1,1,1,1,2:1,1,1,2,4:1,1,1,1,4:1,1,1,1,2:1,1,1,2,2:2,1,1,1,4:2,1,1,2,1,2:1,1,1,12:4,1:3,1:1,1:4,1:4,1:1,1:23
28x24	194632	28:28:28:3,3:3,3:3,3:3,3:3,3:3,3:3,3:3,10:3,11:3,11:3,4,3:4,3,3:4,3,3:4,3,3:4,3,3:5,3,3:11,3:9,3:7,3:3:3-3:3,3:3,6:19:20:12,4:3,3:3,4:3,3:3,3:3,3:3,3:3,11:3,12:3,10:3,4:3,3:3,3:3,3:3,3:24:24:24:3:3:3:3:3
24x28	200754	3:6:8:2,4,1:3,1,1:3,2,1,1:3,1,1,1,1:3,9,1:3,13:2,5,7:3,4,1,1,3:2,5,1,1,2:3,8,3:7,5,6:10,10:18:14:14:14:14:14:14:13:6,6:5,4:3,4:4,5:4,4-1:3,3,2:3,17:3,21:4,6,15:9,12,2:6,11,1:3,10:9:10:3,11:5,12:7,13:21:4,13,3:1,2,10,2:2,2,1,4:1,3,2,2:7,4:3,1,3:3,2:1,3,3:1,7:8
27x25	114165	17:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:27:1,1,1:1,1,1:10,10,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:1,1,1,1,15:1,1,1,1,1,1,1,1,1,1,1,1:10,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:27:1,1,1:10,13,1:1,1,1,1,1,1,1,1,1,1:4,1,1,1,1,1,4,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:1,7,10,1:27-21:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,7,1,8:1,1,1,1,1,2:1,1,1,1,1,2:1,7,1,8:1,1,1,1,1,2:1,1,1,1,1,2:1,7,1,8:5,1,1:1,1,1,1:25:1,1,1,1,1,1,2:5,1,5,1,2:1,1,5,1,8:5,1,5,1,2:1,1,1,1,1,1,2:5,9,8:1,1,1,1,1,1,2:5,1,5,1,2:1,1,5,1,8:5,5,1,1,1:1,1,1,1,1,1,1:5,5,3,1:1,1,1,1,1:25
25x27	114429	3,3:7,7:1,1,1,1:1,1,1,1:5,1,5,1,5:6,7,6:6,7,6:6,7,6:6,7,6:21:1,3,4:1,2,2,1:1,1,2,2,1,1,1:1,3,1,1,1,3,1,2:8,3,11:1,3,1,3,1,3,1,2:8,3,11:1,3,1,3,1,3,1,2:24:1,7,1:8,1,1,11:1,1,1,1,1,1,1:8,11:1,3,1,1,3,1,2:8,11:1,3,1,1,3,1,2:8,11-1:26:2,6,1,1,1,1,1,1,1:2,6,6,1,5:2,6,7,7:9,6,1,5:1,5,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1:5,15:6,2,2:8,7:7,7:8,7:6,2,2:5,15:1,1,1,1,1,1,1,1,1:1,5,1,1,1,1,1,1,1:9,6,1,5:2,6,7,7:2,6,6,1,5:2,6,1,1,1,1,1,1,1:26:1,1,1,1,1,1,1,1,1:1,6,1,5:1,7,7
27x25	122376	27:3,3,3,3,3:27:27:27:4,5,5,5,4:2,1,1,1,2:4,5,5,5,3:27:27:3,3:3,3:27:3,1,1,1,1,3:3,1,1,1,1,3:3,1,1,1,1,3:3,1,1,1,1,3:3,1,2,1,1,3:3,1,1,1,1,3:3,1,1,1,1,3:3,1,1,1,1,3:3,1,1,1,1,3:27:27:27-25:25:6,18:1,4,3,1,3:1,3,2,1,3:1,4,3,1,3:6,3,1,3:10,1,3:6,3,1,3:1,4,3,13:1,3,2,1,3:1,4,3,13:6,3,1,1,3:10,1,3:6,3,1,3:1,4,3,13:1,3,2,1,3:1,4,3,13:6,3,1,3:10,1,3:6,3,1,3:1,4,3,1,3:1,3,2,1,3:1,4,2,1,3:6,18:25:25
27x25	200153	11:14:16:18:4,7,4:4,5,4:3,3,3:3,3:3,1,1,3:3,2,2,3:4,2,4:4,4,4:4,2,4:5,5:5,5:5,5:3,3:4,1,1,3:3,2,3:3,1,1,3:2,3:5,5:14:7,7:5,5-3:6:10:14:16:5,4:4,3,2:4,4:4,1,4:4,2,4:5,4:6,1,2:7,3,1,1,2:7,3,1,1:7,1,1,1:6,1,1,1:5,2:4,1,3:4,2,4:4,4:5,6:6,5,2:18,2:14:9:6:3
25x27	203403	1:1,1:2,1,2,1:1,2,2,7:5,6:5,3,2:8,2:12:7,2:7:5:5:6:11:13:14:17:19:2,16:1,2,5:2,3,5:1,4,4:2,1,2:1,2:1,1:2,1:1,1-1:1,1:1,1:3,2:3,3,3:6,2,2:6,2,1:8,2,1:8,5:15:2,11:2,3,8,2:5,7,1:2,2,6,1:1,2,6,1:1,1,6:2,6:4,7:2,1,8:3,9,2:1,1,12:1,7:1,3,3:1,2,2:1,4
29x24	114162	1,2,3:2,2,1:1,1:29:1,1,3,5,3,1,1,1:1,1,1,1,1,1,1,1,1:1,1,1,5,1,1,1,1:1,3,4,4,3,3,1:1,1,1,2,2,1,1,1,1:1,1,1,1,1,1,1:1,3,4,4,3,3,1:1,1,1,2,2,1,1,1,1:1,1,1,1,1,1,1:1,3,4,4,3,3,1:1,1,1,2,2,1,1,1,1:1,1,1,1,1,1,1:1,3,4,4,3,3,1:1,1,1,2,2,1,1,1,1:1,1,1,1,1,1,1:29:1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1:1,1,1,1,1,1,1,1,1,1:29-21:1,1,1:1,1,1,1,1,1,1:1,1,1,1,1,1,1:21:1,1,1:2,1,1,1,1,1,1:2,1,1,1,1,1,1:24:1,1,1,1,1,1,1,1:4,1,1,1,1,5:2,2,1,1,1,1,1,1,1:2,2,1,5:2,1,1,1,1,1,1,1:1,4,1,1,1,1,5:2,1,1,1,1,1,1,1:1,22:2,1,1,1,1,1,1:2,1,1,1,1,1,1:1,1,1:21:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1:21:1,1,1,1,1,1,1:1,1,1,1,1,1,1:1,1,1:21
